"","dir1","NCX.HP","NCX.AM","NCX.BG","HP.AM","HP.BG","BG.AM","mean_pw"
"GO:0006820","increasing",0,0.333333333333333,0.333333333333333,0.333333333333333,0.2,0.5,0.283333333333333
"GO:0048667","increasing",0.2,0.5,0.4,0.166666666666667,0.5,0.166666666666667,0.322222222222222
"GO:0042692","increasing",1,0.333333333333333,0,0.25,0,0.25,0.305555555555556
"GO:0009612","increasing",0.5,0.4,0.5,0.333333333333333,0.2,0.2,0.355555555555556
"GO:0031214","increasing",0.2,0.4,0.5,0.333333333333333,0,0.5,0.322222222222222
"GO:0032989","increasing",0.2,0.428571428571429,0.25,0.25,0.333333333333333,0.333333333333333,0.299206349206349
"GO:0043491","increasing",0.2,0.5,0.25,0.333333333333333,0.2,0.5,0.330555555555556
"GO:0008283","increasing",0.75,0.4,0.75,0.25,0.5,0.5,0.525
"GO:0007160","increasing",0.333333333333333,0.25,0,0.5,0,0.5,0.263888888888889
"GO:0034433","increasing",1,0,0,0.4,0,0.5,0.316666666666667
"GO:0034434","increasing",0.666666666666667,0.25,0.25,0.25,0.4,0.333333333333333,0.358333333333333
"GO:0034435","increasing",0.25,0.666666666666667,0.5,0.5,0,0,0.319444444444444
"GO:0061061","increasing",0,0.333333333333333,0,0,0.5,0,0.138888888888889
"GO:0007200","increasing",0.75,1,0.6,0.666666666666667,0.75,0.428571428571429,0.699206349206349
"GO:0006935","increasing",0.4,0.75,0.666666666666667,0,1,0.5,0.552777777777778
"GO:0042330","increasing",0.75,0.333333333333333,0.2,0.5,0.166666666666667,0.333333333333333,0.380555555555556
"GO:0019216","increasing",0.5,0.5,0.333333333333333,0.25,0.166666666666667,0.4,0.358333333333333
"GO:0034104","increasing",0.333333333333333,0.166666666666667,0.166666666666667,0.285714285714286,0.428571428571429,0.2,0.263492063492063
"GO:0061564","increasing",0.8,0.5,0.6,0.6,0.2,0.2,0.483333333333333
"GO:0065009","increasing",0.333333333333333,0.666666666666667,0.25,0.5,0.5,0.333333333333333,0.430555555555556
"GO:0033002","increasing",0,0.666666666666667,1,0.4,0.5,0.6,0.527777777777778
"GO:0001934","increasing",0.428571428571429,0.666666666666667,0.25,0.333333333333333,0.25,0.333333333333333,0.376984126984127
"GO:0030282","increasing",0.2,0.6,0,0.5,0.5,0.5,0.383333333333333
"GO:0008217","increasing",0,0.5,0.25,0.4,0.666666666666667,0.5,0.386111111111111
"GO:0033555","increasing",0.6,0.285714285714286,0.5,0.285714285714286,0.2,0.5,0.395238095238095
"GO:0001525","increasing",0.333333333333333,0,0.5,0.4,0.2,0.2,0.272222222222222
"GO:0010543","increasing",0.333333333333333,0.333333333333333,0.5,0.666666666666667,1,0.333333333333333,0.527777777777778
"GO:0097305","increasing",0.5,0.4,0.166666666666667,0.4,0.8,0.333333333333333,0.433333333333333
"GO:0051952","increasing",0.333333333333333,0.25,0.5,0.2,0.142857142857143,0.5,0.321031746031746
"GO:0051146","increasing",0.5,1,1,0.333333333333333,0.25,0.666666666666667,0.625
"GO:1901699","increasing",0.25,0.2,0.25,1,0.666666666666667,0.666666666666667,0.505555555555556
"GO:0008219","increasing",0.5,0.5,0.5,0.333333333333333,0.25,0,0.347222222222222
"GO:0030595","increasing",0.5,0.4,0.5,0.142857142857143,0.333333333333333,0,0.312698412698413
"GO:0015874","increasing",0.4,0.4,0.333333333333333,0.6,0.6,0,0.388888888888889
"GO:0048243","increasing",0.4,0.333333333333333,0.285714285714286,0,0.285714285714286,0.333333333333333,0.273015873015873
"GO:0035725","increasing",0.428571428571429,0.571428571428571,0.666666666666667,0.666666666666667,0.666666666666667,0,0.5
"GO:1901214","increasing",0.6,0.333333333333333,0.2,0.333333333333333,0.333333333333333,1,0.466666666666667
"GO:0032844","increasing",0.25,0.5,0.4,0.4,0.166666666666667,0.666666666666667,0.397222222222222
"GO:0009894","increasing",0.25,0,0.25,0,0.333333333333333,0,0.138888888888889
"GO:0010941","increasing",0.25,0.25,0.2,0,0.333333333333333,0.75,0.297222222222222
"GO:0042325","increasing",0.75,1,0.5,0.8,0,0.75,0.633333333333333
"GO:0050790","increasing",0.6,0,0.25,0.5,0.333333333333333,0.5,0.363888888888889
"GO:0016265","increasing",0.4,0.666666666666667,0.5,0,0,0.666666666666667,0.372222222222222
"GO:1903053","increasing",0.333333333333333,0.25,0.2,0.333333333333333,0.5,0.142857142857143,0.293253968253968
"GO:0043523","increasing",0.75,0.333333333333333,0.2,0.6,0.666666666666667,0.333333333333333,0.480555555555556
"GO:0010632","increasing",0,0.142857142857143,0.333333333333333,0.2,0.5,0.333333333333333,0.251587301587302
"GO:0010810","increasing",0.5,0.2,0.142857142857143,0.25,0.4,0.5,0.332142857142857
"GO:0000902","increasing",0.75,1,0.285714285714286,0.5,0.4,0.333333333333333,0.54484126984127
"GO:0043090","increasing",0.75,0.4,0.5,0.333333333333333,0.5,0.25,0.455555555555556
"GO:0042445","increasing",1,0.333333333333333,0.666666666666667,0.333333333333333,0,0.25,0.430555555555556
"GO:0048638","increasing",0.666666666666667,0.166666666666667,0.4,0.25,0.333333333333333,0.25,0.344444444444444
"GO:1900542","increasing",0.5,0,0.4,0.125,0.333333333333333,0.25,0.268055555555556
"GO:0007422","increasing",0.25,0.25,0.25,0.2,0.6,0.333333333333333,0.313888888888889
"GO:0046849","increasing",0.25,0.6,0.2,0.333333333333333,0.6,0.25,0.372222222222222
"GO:0019218","increasing",0.333333333333333,0.5,0.5,0.333333333333333,0.75,0.5,0.486111111111111
"GO:0070482","increasing",0.2,0.333333333333333,0.2,0.5,0.5,0.333333333333333,0.344444444444444
"GO:0006140","increasing",0.333333333333333,0.142857142857143,0.4,0.8,0.8,0,0.412698412698413
"GO:0015800","increasing",0.4,0.5,0.5,0.25,0.75,0.333333333333333,0.455555555555556
"GO:0036293","increasing",0.2,0.25,0.166666666666667,0.5,0.5,0.6,0.369444444444444
"GO:2000146","increasing",0.25,0.4,0.333333333333333,0.4,0.5,0.25,0.355555555555556
"GO:0015711","increasing",0.2,0.2,0.166666666666667,0,0.25,0.333333333333333,0.191666666666667
"GO:0008016","increasing",0.333333333333333,0.6,0.25,0.5,0.25,0.4,0.388888888888889
"GO:0044093","increasing",0.25,0.75,0.5,0.25,0.25,0.6,0.433333333333333
"GO:0048522","increasing",0.5,0.666666666666667,0.333333333333333,0.25,0.333333333333333,0.571428571428571,0.442460317460317
"GO:0070527","increasing",0.5,0,0.5,0.75,0.75,0.333333333333333,0.472222222222222
"GO:0007263","increasing",0,0.333333333333333,0.333333333333333,0.333333333333333,0.4,0.428571428571429,0.304761904761905
"GO:0050433","increasing",0.2,0.6,0.166666666666667,0.333333333333333,0.5,0.2,0.333333333333333
"GO:0019233","increasing",1,0.6,0.75,0.75,0.25,0.2,0.591666666666667
"GO:0030336","increasing",0.25,0.333333333333333,0.5,0,0.5,1,0.430555555555556
"GO:0032835","increasing",0.2,0.333333333333333,0.333333333333333,0.166666666666667,0,0,0.172222222222222
"GO:1902003","increasing",0.4,0.25,0.6,0.166666666666667,0.75,0.666666666666667,0.472222222222222
"GO:0042220","increasing",0.5,0.2,0.5,1,1,0.2,0.566666666666667
"GO:0051271","increasing",0.2,0.285714285714286,0.2,0.2,0.75,0.25,0.314285714285714
"GO:0045785","increasing",1,0.25,0.5,0,0.333333333333333,0.666666666666667,0.458333333333333
"GO:0061041","increasing",0.75,0.25,0.166666666666667,0.75,0.666666666666667,0.6,0.530555555555556
"GO:0097306","increasing",1,0.333333333333333,0,1,0.5,0.75,0.597222222222222
"GO:0015837","increasing",0.4,0.333333333333333,0.142857142857143,0.75,0.5,0.428571428571429,0.425793650793651
"GO:0046427","increasing",0.25,0.5,0,0.6,0.8,0.428571428571429,0.429761904761905
"GO:0086010","increasing",0.285714285714286,0.25,0.285714285714286,0.166666666666667,0.125,0.2,0.218849206349206
"GO:0048678","increasing",0.2,0.5,0.6,0.25,0.333333333333333,0.4,0.380555555555556
"GO:0006835","increasing",0,0.142857142857143,0.285714285714286,0.25,0.6,0.333333333333333,0.268650793650794
"GO:0010631","increasing",0.25,0.2,1,1,0.125,0.4,0.495833333333333
"GO:0090132","increasing",0.666666666666667,0.2,0.5,0.25,0,0.4,0.336111111111111
"GO:0007631","increasing",0,0.4,0.75,0.333333333333333,0.666666666666667,0.5,0.441666666666667
"GO:0043067","increasing",0.666666666666667,0.333333333333333,0.333333333333333,0.5,0.333333333333333,0.666666666666667,0.472222222222222
"GO:1902991","increasing",0.6,1,0.6,0.6,0.4,0.25,0.575
"GO:0055067","increasing",0.25,0,0.333333333333333,0.333333333333333,0.666666666666667,0,0.263888888888889
"GO:0070997","increasing",0.25,0.25,0.2,0.4,0.166666666666667,0.5,0.294444444444444
"GO:0015849","increasing",0.285714285714286,0,0.25,0.333333333333333,0.666666666666667,0.5,0.339285714285714
"GO:0046942","increasing",0.285714285714286,0,0.166666666666667,0,0.25,0,0.117063492063492
"GO:0090130","increasing",0.2,0.4,1,1,0.75,0.5,0.641666666666667
"GO:0071242","increasing",0.166666666666667,0.333333333333333,0.285714285714286,0.25,0.5,0.666666666666667,0.367063492063492
"GO:0040013","increasing",0.333333333333333,0.6,0.75,0.4,0.428571428571429,0.2,0.451984126984127
"GO:0051345","increasing",1,0.285714285714286,1,0.6,0.6,0.333333333333333,0.636507936507936
"GO:0010594","increasing",0.666666666666667,0.666666666666667,0.666666666666667,0.25,0.5,0.25,0.5
"GO:0008285","increasing",1,0.333333333333333,0.2,0.5,0.2,0,0.372222222222222
"GO:0071417","increasing",0.333333333333333,0,0.333333333333333,0.25,0.5,0.666666666666667,0.347222222222222
"GO:0006937","increasing",0.6,0.5,0.6,0.25,0.4,0,0.391666666666667
"GO:0060675","increasing",0.333333333333333,0.5,0.4,0,0.666666666666667,0.333333333333333,0.372222222222222
"GO:0052652","increasing",0.666666666666667,0.5,0.285714285714286,0.25,0.75,0.25,0.450396825396825
"GO:0006956","increasing",0,0.166666666666667,0.5,0.5,0,0,0.194444444444444
"GO:0071705","increasing",0.333333333333333,0.333333333333333,0.4,0.75,0.2,0.5,0.419444444444444
"GO:0061448","increasing",0,0,0,1,0.333333333333333,0.333333333333333,0.277777777777778
"GO:0001667","increasing",0.5,0.75,0.6,0.666666666666667,0.333333333333333,0.75,0.6
"GO:0009152","increasing",1,0.333333333333333,0,0.333333333333333,0.75,0,0.402777777777778
"GO:0030500","increasing",0,0,0,0.5,0.333333333333333,0.333333333333333,0.194444444444444
"GO:0070167","increasing",0.5,0.2,0,0.5,0.5,0.333333333333333,0.338888888888889
"GO:0006814","increasing",0.833333333333333,0.166666666666667,0.333333333333333,0.833333333333333,0.571428571428571,0.333333333333333,0.511904761904762
"GO:0001823","increasing",0.5,0.5,0.5,0.2,0.166666666666667,0.5,0.394444444444444
"GO:0001932","increasing",0.25,0.6,0.4,0.666666666666667,0.2,0.2,0.386111111111111
"GO:0006629","increasing",0.25,0.5,0.166666666666667,0,0,0.75,0.277777777777778
"GO:0008284","increasing",0.2,0.5,0,0,0.333333333333333,0.166666666666667,0.2
"GO:0014003","increasing",0,0.4,0.142857142857143,0,0,0.142857142857143,0.114285714285714
"GO:0051043","increasing",0.666666666666667,0.25,0.5,0.75,0.8,0.333333333333333,0.55
"GO:0072376","increasing",0,0,0.2,0.5,0.5,0.25,0.241666666666667
"GO:0032231","increasing",0.166666666666667,0.333333333333333,0.333333333333333,0.285714285714286,0.333333333333333,0.2,0.275396825396825
"GO:0009190","increasing",0.333333333333333,0.5,0.333333333333333,0.666666666666667,0.5,0.428571428571429,0.46031746031746
"GO:0072522","increasing",0,0.333333333333333,0.25,0.6,0.25,0,0.238888888888889
"GO:0042976","increasing",0.333333333333333,0,0.25,0,0,0.333333333333333,0.152777777777778
"GO:0031103","increasing",0.666666666666667,0,0.4,0.25,0.5,0.333333333333333,0.358333333333333
"GO:0051402","increasing",0.4,1,0.6,0.25,0.4,0.333333333333333,0.497222222222222
"GO:0006865","increasing",0.4,0.333333333333333,0.333333333333333,0.4,0.4,0.5,0.394444444444444
"GO:0007618","increasing",0.6,0.5,0.166666666666667,1,0.666666666666667,0.666666666666667,0.6
"GO:0050727","increasing",0.333333333333333,0.333333333333333,0.2,0.5,1,0,0.394444444444444
"GO:0042044","increasing",0.5,0.333333333333333,0.4,0.333333333333333,0.8,0.4,0.461111111111111
"GO:0046717","increasing",0.2,0.4,0.142857142857143,0.4,0.333333333333333,0,0.246031746031746
"GO:0001658","increasing",1,0.666666666666667,1,0.142857142857143,0.2,0.5,0.584920634920635
"GO:0032370","increasing",0.8,0.285714285714286,0.333333333333333,0.5,0.25,0.5,0.44484126984127
"GO:0034248","increasing",0.25,0.25,0.6,0,0.4,0,0.25
"GO:0006164","increasing",0.333333333333333,0.333333333333333,0,0,0.4,0,0.177777777777778
"GO:0046850","increasing",0.428571428571429,0.166666666666667,0.4,0.166666666666667,0.5,0.333333333333333,0.332539682539683
"GO:0048858","increasing",0.5,1,0.5,0.75,0.5,0.25,0.583333333333333
"GO:0007162","increasing",0.6,0.5,0.6,0,0.333333333333333,0.333333333333333,0.394444444444444
"GO:0031102","increasing",0.333333333333333,0.6,0.5,0.2,0.6,0.333333333333333,0.427777777777778
"GO:2001236","increasing",0.25,0.5,0.333333333333333,0.4,0.5,0.333333333333333,0.386111111111111
"GO:0046578","increasing",0.4,0.2,0,0.25,0,0,0.141666666666667
"GO:0001763","increasing",0.666666666666667,0.666666666666667,0.666666666666667,0,0,0.5,0.416666666666667
"GO:0042981","increasing",0.25,0.333333333333333,0.2,0.166666666666667,0,0.25,0.2
"GO:0043542","increasing",0.333333333333333,0.5,0.333333333333333,0,0.5,0.666666666666667,0.388888888888889
"GO:0070252","increasing",0.5,0.375,0.666666666666667,0.4,0.25,0.428571428571429,0.436706349206349
"GO:0032970","increasing",0.4,0.285714285714286,0.2,0.333333333333333,0,0.333333333333333,0.258730158730159
"GO:0009187","increasing",0.75,0.333333333333333,0.333333333333333,0.75,1,0.5,0.611111111111111
"GO:0048588","increasing",0.666666666666667,0.4,0.75,0.333333333333333,0.333333333333333,0.5,0.497222222222222
"GO:0050678","increasing",0.333333333333333,0.166666666666667,0.666666666666667,0.75,0.75,0.6,0.544444444444444
"GO:0061138","increasing",0,0.333333333333333,0,0.25,0.25,0.2,0.172222222222222
"GO:0072006","increasing",0.333333333333333,0,0,0.5,0.25,0.333333333333333,0.236111111111111
"GO:0072163","increasing",0.666666666666667,0,0.25,0.25,0,0.5,0.277777777777778
"GO:0072164","increasing",0,0.333333333333333,0.75,0.333333333333333,0,0.5,0.319444444444444
"GO:0050432","increasing",0.2,0,0.333333333333333,0.375,0.5,0.166666666666667,0.2625
"GO:0021534","increasing",0.333333333333333,0.4,0,0.666666666666667,0.333333333333333,0.4,0.355555555555556
"GO:0010533","increasing",0,0.25,0.5,0.2,0.142857142857143,0.25,0.223809523809524
"GO:0032990","increasing",0.6,0.5,0.6,0.2,0.333333333333333,0.142857142857143,0.396031746031746
"GO:0043087","increasing",0.333333333333333,0.166666666666667,0.166666666666667,0.4,0.428571428571429,0.166666666666667,0.276984126984127
"GO:0050848","increasing",0.333333333333333,0.5,0.5,0,0.5,0.166666666666667,0.333333333333333
"GO:0050954","increasing",0.166666666666667,0.5,0.333333333333333,0.2,0.166666666666667,0.666666666666667,0.338888888888889
"GO:0051932","increasing",0.571428571428571,0.25,0.333333333333333,0.625,0.428571428571429,0,0.368055555555556
"GO:0098609","increasing",0.333333333333333,0,0.4,0.166666666666667,0.5,0,0.233333333333333
"GO:0051056","increasing",0.5,0.2,0.8,0.166666666666667,0,0.6,0.377777777777778
"GO:0021675","increasing",0.2,0.333333333333333,0.2,0,0,0.25,0.163888888888889
"GO:0006171","increasing",0.5,0.2,0.2,0.666666666666667,0.25,0.333333333333333,0.358333333333333
"GO:0051216","increasing",0.333333333333333,0,0.333333333333333,0,0.333333333333333,0.2,0.2
"GO:0030029","increasing",0.4,0,0.4,0.333333333333333,0.25,0.5,0.313888888888889
"GO:0033124","increasing",0.25,0.25,1,0.166666666666667,0.5,0.166666666666667,0.388888888888889
"GO:0038127","increasing",0.5,0,0.4,0.666666666666667,0.333333333333333,0.5,0.4
"GO:0010644","increasing",0.5,0.25,0.5,0.5,0.4,0.6,0.458333333333333
"GO:0010466","increasing",0.5,0.5,0.333333333333333,0.25,0.5,0.666666666666667,0.458333333333333
"GO:0050810","increasing",0.5,0.5,0.666666666666667,0,0.75,0.666666666666667,0.513888888888889
"GO:0009260","increasing",0,1,0.333333333333333,0,0.666666666666667,0,0.333333333333333
"GO:0046390","increasing",0.5,0.333333333333333,0,0.5,0.5,0,0.305555555555556
"GO:0006801","increasing",0.666666666666667,0.2,0.333333333333333,0.5,0,0.5,0.366666666666667
"GO:0051928","increasing",0,0.333333333333333,0.2,0.25,0.6,0.2,0.263888888888889
"GO:0007015","increasing",0.6,0.285714285714286,0.285714285714286,0.2,0.428571428571429,0.285714285714286,0.347619047619048
"GO:0009118","increasing",0.2,0.2,0.166666666666667,0.2,0,0.166666666666667,0.155555555555556
"GO:0030811","increasing",0.4,0.2,0.2,0.4,0.2,0.333333333333333,0.288888888888889
"GO:0031346","increasing",0.25,0.6,0.333333333333333,0.5,0.6,0.5,0.463888888888889
"GO:0033121","increasing",0,0.166666666666667,0.166666666666667,0.2,0.333333333333333,0,0.144444444444444
"GO:0061387","increasing",0.75,0.25,0.333333333333333,0,0.142857142857143,0.166666666666667,0.273809523809524
"GO:0050680","increasing",0.4,0.2,0.25,0.666666666666667,1,0.5,0.502777777777778
"GO:0001558","increasing",0.5,0.333333333333333,0.2,0.25,0.25,0.333333333333333,0.311111111111111
"GO:0006915","increasing",0.5,0.333333333333333,0.5,1,0.25,0.25,0.472222222222222
"GO:0050730","increasing",0.666666666666667,1,0.666666666666667,0.333333333333333,0.8,0.428571428571429,0.649206349206349
"GO:1901652","increasing",0.2,0,0.333333333333333,0.4,0.5,0.5,0.322222222222222
"GO:0034205","increasing",0.428571428571429,0.333333333333333,0.6,0.25,0.25,0,0.31031746031746
"GO:0043149","increasing",0.4,0.166666666666667,0.142857142857143,0.6,0.5,0.285714285714286,0.349206349206349
"GO:0007173","increasing",0,0,0.5,0.333333333333333,0,0.4,0.205555555555556
"GO:0048011","increasing",0.5,0.333333333333333,0.4,0.75,0,0.25,0.372222222222222
"GO:0001657","increasing",0.25,0.5,0.333333333333333,1,0,0,0.347222222222222
"GO:0008202","increasing",0.25,1,0.25,0.4,0.75,0.333333333333333,0.497222222222222
"GO:0012501","increasing",0.5,0.25,0.333333333333333,0,0.25,0.25,0.263888888888889
"GO:0009165","increasing",1,0.25,0,0.75,0.25,0.2,0.408333333333333
"GO:1901293","increasing",0,0.333333333333333,0.25,0.6,0.666666666666667,0.2,0.341666666666667
"GO:0048754","increasing",0.5,0.5,0.2,0.25,0.2,0.333333333333333,0.330555555555556
"GO:1901342","increasing",0.333333333333333,0.333333333333333,0.25,0,0.2,0.25,0.227777777777778
"GO:0014051","increasing",0,0.166666666666667,0.333333333333333,0.5,0.6,0,0.266666666666667
"GO:0033674","increasing",0.75,0.5,0.2,0.166666666666667,0.6,0.428571428571429,0.440873015873016
"GO:0043434","increasing",0.5,0.666666666666667,0.25,0,0,0,0.236111111111111
"GO:0051048","increasing",0.2,0,0.333333333333333,0.4,0.75,0.5,0.363888888888889
"GO:0048659","increasing",0.25,0.428571428571429,0.2,0.4,0.8,0.333333333333333,0.401984126984127
"GO:0015844","increasing",0,0.166666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.5,0.333333333333333
"GO:0042886","increasing",0.2,0,0.4,0.285714285714286,0.5,0.4,0.297619047619048
"GO:0051017","increasing",0.2,0.285714285714286,0.333333333333333,0,0.5,0.428571428571429,0.291269841269841
"GO:0061572","increasing",0.2,0.333333333333333,0.333333333333333,0,0.285714285714286,0.5,0.275396825396825
"GO:0038179","increasing",0.5,0.333333333333333,0.75,0.25,0.4,0.6,0.472222222222222
"GO:0050905","increasing",0.428571428571429,0.428571428571429,0.666666666666667,0.6,0.333333333333333,0.25,0.451190476190476
"GO:0051966","increasing",0.5,0.333333333333333,0,0.25,0.4,0,0.247222222222222
"GO:0097191","increasing",0.25,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0,0.430555555555556
"GO:0048520","increasing",0.5,0.333333333333333,0.333333333333333,0.666666666666667,0,0.166666666666667,0.333333333333333
"GO:0006509","increasing",0,0.4,0.25,0.333333333333333,0.75,0.75,0.413888888888889
"GO:0050673","increasing",0.4,0.25,0.25,0.5,1,0.8,0.533333333333333
"GO:0001936","increasing",0.5,1,0.333333333333333,0.5,0.428571428571429,0,0.46031746031746
"GO:1902930","increasing",0.333333333333333,0.5,1,0.333333333333333,0.666666666666667,0.166666666666667,0.5
"GO:0009914","increasing",0.2,0.333333333333333,0.4,0.75,0.5,0.333333333333333,0.419444444444444
"GO:0006704","increasing",0.6,0,0.666666666666667,0.5,0,0,0.294444444444444
"GO:0032147","increasing",1,0.166666666666667,0,0.142857142857143,0.25,0.25,0.301587301587302
"GO:0009266","increasing",0.666666666666667,0.5,0.333333333333333,0,0.5,0,0.333333333333333
"GO:0051346","increasing",0.25,0.333333333333333,0.6,0,0.333333333333333,0.333333333333333,0.308333333333333
"GO:0072577","increasing",0,0.333333333333333,0.5,0.2,0.5,1,0.422222222222222
"GO:0014047","increasing",0.285714285714286,0,0.2,0.333333333333333,0.5,0.25,0.261507936507937
"GO:0046058","increasing",1,0.25,0.25,0.5,0.4,0.2,0.433333333333333
"GO:0002062","increasing",0.333333333333333,0.142857142857143,0.2,0,0.333333333333333,0,0.168253968253968
"GO:0016358","increasing",0.166666666666667,0.285714285714286,0.2,0.4,1,0,0.342063492063492
"GO:0010611","increasing",0.5,0.75,1,1,0.25,0.4,0.65
"GO:0014743","increasing",0.75,0,0.75,0.2,0.4,0.75,0.475
"GO:0010633","increasing",0.25,0.333333333333333,1,0,0.5,0.5,0.430555555555556
"GO:0015833","increasing",0.25,0.166666666666667,0.4,0.333333333333333,0.333333333333333,0.6,0.347222222222222
"GO:0086065","increasing",0.4,0.333333333333333,0.2,0,0.25,0,0.197222222222222
"GO:2000736","increasing",0.5,0.25,0.2,0.5,0.4,0.4,0.375
"GO:0007411","increasing",0.5,0.5,0.25,0.2,0.5,0.333333333333333,0.380555555555556
"GO:0097485","increasing",0.25,0.6,0,0,0.25,0,0.183333333333333
"GO:0006796","increasing",0,0.2,0,0.333333333333333,0.666666666666667,0.333333333333333,0.255555555555556
"GO:0006941","increasing",0,0.25,0.2,0.166666666666667,0.333333333333333,0.5,0.241666666666667
"GO:0001501","increasing",0.5,0,0.166666666666667,0.25,0.25,0.333333333333333,0.25
"GO:2000377","increasing",0,1,0.285714285714286,0,0,0.5,0.297619047619048
"GO:0051937","increasing",0.2,0.333333333333333,0.285714285714286,0.333333333333333,0.5,0.25,0.317063492063492
"GO:0071466","increasing",0,0,0.333333333333333,0,0,0.2,0.0888888888888889
"GO:0051047","increasing",0.25,0.142857142857143,0.285714285714286,0.75,0.6,0.25,0.379761904761905
"GO:0001662","increasing",0.25,0.333333333333333,0,0.75,0.75,0.25,0.388888888888889
"GO:0060078","increasing",0.333333333333333,0.2,0.428571428571429,0.166666666666667,0,0,0.188095238095238
"GO:0001503","increasing",0.8,0.2,0.2,0.25,0,0.333333333333333,0.297222222222222
"GO:0010942","increasing",0,0.5,0.333333333333333,1,0.5,0.5,0.472222222222222
"GO:0043086","increasing",0.666666666666667,0.666666666666667,0.4,0.25,0.25,0.5,0.455555555555556
"GO:0003091","increasing",0,1,0.25,0.428571428571429,1,0.25,0.488095238095238
"GO:0060548","increasing",0.5,0.666666666666667,0.4,0.333333333333333,0.333333333333333,0.4,0.438888888888889
"GO:0006959","increasing",0.25,0.333333333333333,0.166666666666667,0,0.666666666666667,0.285714285714286,0.283730158730159
"GO:0002790","increasing",0.4,0,0.5,0.5,0.428571428571429,0,0.304761904761905
"GO:0007188","increasing",0.5,0.666666666666667,0.666666666666667,0.25,0.666666666666667,0.666666666666667,0.569444444444444
"GO:0043547","increasing",0.25,0,0.25,0,0.166666666666667,0.166666666666667,0.138888888888889
"GO:0060479","increasing",0.75,0.75,0.4,0.666666666666667,0.333333333333333,0.25,0.525
"GO:0060487","increasing",0.2,0.25,0.333333333333333,0.5,0.5,0.4,0.363888888888889
"GO:0046541","increasing",0.25,0.2,0.6,0.4,0.4,0.4,0.375
"GO:0060428","increasing",0.333333333333333,0.25,0.2,0.5,0.25,0.25,0.297222222222222
"GO:0016310","increasing",0.75,1,0.4,0.333333333333333,0.333333333333333,0.4,0.536111111111111
"GO:0006027","increasing",0,0,0,0.333333333333333,0.285714285714286,0.285714285714286,0.150793650793651
"GO:0042531","increasing",0.333333333333333,0,0.333333333333333,0.428571428571429,0.166666666666667,0.5,0.293650793650794
"GO:0006793","increasing",0.25,0.666666666666667,0.333333333333333,0.4,0.75,0.666666666666667,0.511111111111111
"GO:0007620","increasing",0.75,0.5,0.5,0.25,0.2,0.4,0.433333333333333
"GO:0010934","increasing",0.142857142857143,0.285714285714286,0,0.166666666666667,0.333333333333333,0,0.154761904761905
"GO:0018108","increasing",0.666666666666667,0.25,0.6,0.5,0.2,0.285714285714286,0.417063492063492
"GO:0018212","increasing",1,0.5,0.666666666666667,0.428571428571429,0.333333333333333,0.5,0.571428571428571
"GO:0043535","increasing",0.5,0.333333333333333,0.666666666666667,0,0.4,0.75,0.441666666666667
"GO:0090322","increasing",0.5,0,0.166666666666667,0.4,0.4,0.2,0.277777777777778
"GO:0034367","increasing",0.5,0.25,0.333333333333333,0,0.6,0.75,0.405555555555556
"GO:0034368","increasing",0.25,0.333333333333333,0.333333333333333,0.666666666666667,0.4,0.166666666666667,0.358333333333333
"GO:0034369","increasing",0.333333333333333,0.4,0,0.666666666666667,0.166666666666667,0.25,0.302777777777778
"GO:0042596","increasing",0.5,0,0.5,0.25,0.4,0.6,0.375
"GO:0050772","increasing",0,0.5,0.5,0.75,0.5,0.5,0.458333333333333
"GO:0002028","increasing",0.4,0.5,0.2,0.6,0,0,0.283333333333333
"GO:0060047","increasing",0.4,0.2,0.75,0.5,0.142857142857143,0,0.332142857142857
"GO:0019748","increasing",0,0,0,0.2,0.333333333333333,0.2,0.122222222222222
"GO:0052547","increasing",0.6,0.5,0.75,0,0,0,0.308333333333333
"GO:0003300","increasing",0.4,0.6,0.333333333333333,0.5,0.5,0.5,0.472222222222222
"GO:0014897","increasing",0.5,1,0.5,1,0,0.4,0.566666666666667
"GO:0031529","increasing",0.333333333333333,0.166666666666667,0,0,0.142857142857143,0.25,0.148809523809524
"GO:0072239","increasing",0.666666666666667,0.4,0.5,0.25,0.333333333333333,0,0.358333333333333
"GO:0090407","increasing",0.333333333333333,0.333333333333333,0,0.666666666666667,0.4,0.5,0.372222222222222
"GO:0010634","increasing",0.666666666666667,0,0,0.25,0.25,0.25,0.236111111111111
"GO:0046879","increasing",0.571428571428571,0.2,0.2,0.5,0.2,0.25,0.320238095238095
"GO:0014052","increasing",0.428571428571429,0,0.166666666666667,0,0.5,0.2,0.215873015873016
"GO:0006468","increasing",0.333333333333333,0.4,1,0.5,0.666666666666667,0.25,0.525
"GO:0021953","increasing",0.5,0.75,0.4,0.333333333333333,0,0.25,0.372222222222222
"GO:0031345","increasing",0,0,0,0.2,0,0,0.0333333333333333
"GO:0050805","increasing",0.2,0,0.25,0.333333333333333,0.2,0.2,0.197222222222222
"GO:0071436","increasing",0.5,0,0,0,1,0.333333333333333,0.305555555555556
"GO:0003015","increasing",0.5,0.2,0.25,0,0.666666666666667,0.666666666666667,0.380555555555556
"GO:0030162","increasing",0.666666666666667,0.2,0.25,0.666666666666667,0.333333333333333,0.5,0.436111111111111
