Gene,Category
DNAJC13,CellCycle_all_BarJoseph2008
CSE1L,CellCycle_all_BarJoseph2008
1700019G17RIK,Astrocyte_definite__Cahoy
1700027L20RIK,Astrocyte_definite__Cahoy
2610034M16RIK,Astrocyte_definite__Cahoy
2900019G14RIK,Astrocyte_definite__Cahoy
2900052N01RIK,Astrocyte_definite__Cahoy
4933416E14RIK,Astrocyte_definite__Cahoy
A730056I06RIK,Astrocyte_definite__Cahoy
ABCD2,Astrocyte_definite__Cahoy
ACOT11,Astrocyte_definite__Cahoy
ACSBG1,Astrocyte_definite__Cahoy
ACSL6,Astrocyte_definite__Cahoy
ACSS1,Astrocyte_definite__Cahoy
ADHFE1,Astrocyte_definite__Cahoy
ADORA2B,Astrocyte_definite__Cahoy
AGT,Astrocyte_definite__Cahoy
AGXT2L1,Astrocyte_definite__Cahoy
AIFM3,Astrocyte_definite__Cahoy
ALDH1A1,Astrocyte_definite__Cahoy
ALDH1L1,Astrocyte_definite__Cahoy
ALDOC,Astrocyte_definite__Cahoy
AMOT,Astrocyte_definite__Cahoy
AOX1,Astrocyte_definite__Cahoy
APOE,Astrocyte_definite__Cahoy
AQP4,Astrocyte_definite__Cahoy
ASPH,Astrocyte_definite__Cahoy
ATP1A2,Astrocyte_definite__Cahoy
AU067665,Astrocyte_definite__Cahoy
AXL,Astrocyte_definite__Cahoy
BAALC,Astrocyte_definite__Cahoy
BC055107,Astrocyte_definite__Cahoy
BMPR1B,Astrocyte_definite__Cahoy
C030045D06RIK,Astrocyte_definite__Cahoy
C14orf145,Astrocyte_definite__Cahoy
CBR3,Astrocyte_definite__Cahoy
CBS,Astrocyte_definite__Cahoy
CCDC80,Astrocyte_definite__Cahoy
CD38,Astrocyte_definite__Cahoy
CEBPD,Astrocyte_definite__Cahoy
CHRDL1,Astrocyte_definite__Cahoy
CLDN10,Astrocyte_definite__Cahoy
CLU,Astrocyte_definite__Cahoy
CROT,Astrocyte_definite__Cahoy
CTH,Astrocyte_definite__Cahoy
CYBRD1,Astrocyte_definite__Cahoy
CYP2D6,Astrocyte_definite__Cahoy
CYP4F14,Astrocyte_definite__Cahoy
CYP4F15,Astrocyte_definite__Cahoy
CYP4V2,Astrocyte_definite__Cahoy
CYP7B1,Astrocyte_definite__Cahoy
DAPP1,Astrocyte_definite__Cahoy
DDAH1,Astrocyte_definite__Cahoy
DIO2,Astrocyte_definite__Cahoy
DMP1,Astrocyte_definite__Cahoy
E130114P18RIK,Astrocyte_definite__Cahoy
EDG1,Astrocyte_definite__Cahoy
EG328479,Astrocyte_definite__Cahoy
EGFL6,Astrocyte_definite__Cahoy
EGFR,Astrocyte_definite__Cahoy
ELOVL2,Astrocyte_definite__Cahoy
EMP2,Astrocyte_definite__Cahoy
EMX2,Astrocyte_definite__Cahoy
ENTPD2,Astrocyte_definite__Cahoy
EPHX2,Astrocyte_definite__Cahoy
F3,Astrocyte_definite__Cahoy
FAM20A,Astrocyte_definite__Cahoy
FBXO2,Astrocyte_definite__Cahoy
FGFBP3,Astrocyte_definite__Cahoy
FGFR3,Astrocyte_definite__Cahoy
FJX1,Astrocyte_definite__Cahoy
FKBP10,Astrocyte_definite__Cahoy
FLJ32569,Astrocyte_definite__Cahoy
FMO1,Astrocyte_definite__Cahoy
FOLH1,Astrocyte_definite__Cahoy
FXYD1,Astrocyte_definite__Cahoy
FZD2,Astrocyte_definite__Cahoy
GDPD2,Astrocyte_definite__Cahoy
GFAP,Astrocyte_definite__Cahoy
GJA1,Astrocyte_definite__Cahoy
GJB6,Astrocyte_definite__Cahoy
GLDC,Astrocyte_definite__Cahoy
GLI3,Astrocyte_definite__Cahoy
GLIS3,Astrocyte_definite__Cahoy
GM266,Astrocyte_definite__Cahoy
GRIN2C,Astrocyte_definite__Cahoy
GRM3,Astrocyte_definite__Cahoy
GSTM1,Astrocyte_definite__Cahoy
HAPLN1,Astrocyte_definite__Cahoy
HES5,Astrocyte_definite__Cahoy
HOP,Astrocyte_definite__Cahoy
HSD11B1,Astrocyte_definite__Cahoy
HTRA1,Astrocyte_definite__Cahoy
ID3,Astrocyte_definite__Cahoy
ID4,Astrocyte_definite__Cahoy
IGSF1,Astrocyte_definite__Cahoy
IL33,Astrocyte_definite__Cahoy
ITGB5,Astrocyte_definite__Cahoy
KCNE1L,Astrocyte_definite__Cahoy
KIAA1161,Astrocyte_definite__Cahoy
KLF15,Astrocyte_definite__Cahoy
LCAT,Astrocyte_definite__Cahoy
LGI4,Astrocyte_definite__Cahoy
LOC388419,Astrocyte_definite__Cahoy
LONRF3,Astrocyte_definite__Cahoy
LRIG1,Astrocyte_definite__Cahoy
LXN,Astrocyte_definite__Cahoy
MAMDC2,Astrocyte_definite__Cahoy
MERTK,Astrocyte_definite__Cahoy
MFGE8,Astrocyte_definite__Cahoy
MGC33846,Astrocyte_definite__Cahoy
MGC61598,Astrocyte_definite__Cahoy
MGST1,Astrocyte_definite__Cahoy
MLC1,Astrocyte_definite__Cahoy
MMP14,Astrocyte_definite__Cahoy
MYOC,Astrocyte_definite__Cahoy
MYOM3,Astrocyte_definite__Cahoy
NAPRT1,Astrocyte_definite__Cahoy
NDP,Astrocyte_definite__Cahoy
NOPE,Astrocyte_definite__Cahoy
NR2E1,Astrocyte_definite__Cahoy
NTSR2,Astrocyte_definite__Cahoy
OAF,Astrocyte_definite__Cahoy
P4HA3,Astrocyte_definite__Cahoy
PAPSS2,Astrocyte_definite__Cahoy
PAX6,Astrocyte_definite__Cahoy
PBXIP1,Astrocyte_definite__Cahoy
PDK4,Astrocyte_definite__Cahoy
PDLIM4,Astrocyte_definite__Cahoy
PDPN,Astrocyte_definite__Cahoy
PHKG1,Astrocyte_definite__Cahoy
PLA2G3,Astrocyte_definite__Cahoy
PLA2G7,Astrocyte_definite__Cahoy
PLCD4,Astrocyte_definite__Cahoy
PPP1R3C,Astrocyte_definite__Cahoy
PPP1R3D,Astrocyte_definite__Cahoy
PPP1R3G,Astrocyte_definite__Cahoy
PRDM16,Astrocyte_definite__Cahoy
PRKD1,Astrocyte_definite__Cahoy
PRODH,Astrocyte_definite__Cahoy
RBPMS2,Astrocyte_definite__Cahoy
RFX4,Astrocyte_definite__Cahoy
RGS20,Astrocyte_definite__Cahoy
RSPO1,Astrocyte_definite__Cahoy
SCARA3,Astrocyte_definite__Cahoy
SDC4,Astrocyte_definite__Cahoy
SELENBP1,Astrocyte_definite__Cahoy
SELENBP2,Astrocyte_definite__Cahoy
SERHL2,Astrocyte_definite__Cahoy
SERPINF1,Astrocyte_definite__Cahoy
SGEF,Astrocyte_definite__Cahoy
SLC13A3,Astrocyte_definite__Cahoy
SLC13A5,Astrocyte_definite__Cahoy
SLC14A1,Astrocyte_definite__Cahoy
SLC15A2,Astrocyte_definite__Cahoy
SLC1A2,Astrocyte_definite__Cahoy
SLC1A3,Astrocyte_definite__Cahoy
SLC1A4,Astrocyte_definite__Cahoy
SLC25A18,Astrocyte_definite__Cahoy
SLC27A1,Astrocyte_definite__Cahoy
SLC30A10,Astrocyte_definite__Cahoy
SLC39A12,Astrocyte_definite__Cahoy
SLC4A4,Astrocyte_definite__Cahoy
SLC7A10,Astrocyte_definite__Cahoy
SLC7A2,Astrocyte_definite__Cahoy
SLC9A3R1,Astrocyte_definite__Cahoy
SMO,Astrocyte_definite__Cahoy
SOAT1,Astrocyte_definite__Cahoy
SOX9,Astrocyte_definite__Cahoy
STK17B,Astrocyte_definite__Cahoy
SULT1A1,Astrocyte_definite__Cahoy
TFCP2L1,Astrocyte_definite__Cahoy
THBS4,Astrocyte_definite__Cahoy
THRSP,Astrocyte_definite__Cahoy
TLCD1,Astrocyte_definite__Cahoy
TLR3,Astrocyte_definite__Cahoy
TMEM166,Astrocyte_definite__Cahoy
TMEM47,Astrocyte_definite__Cahoy
TMEM51,Astrocyte_definite__Cahoy
TNC,Astrocyte_definite__Cahoy
TNFAIP8,Astrocyte_definite__Cahoy
TNFRSF19,Astrocyte_definite__Cahoy
TRIM9,Astrocyte_definite__Cahoy
TTPA,Astrocyte_definite__Cahoy
VCAM1,Astrocyte_definite__Cahoy
VIL2,Astrocyte_definite__Cahoy
