Gene,Category
SEMA4G,InhibitoryNeuron_MCT
SEMA5A,InhibitoryNeuron_MCT
SERPINA3,InhibitoryNeuron_MCT
SLC29A1,InhibitoryNeuron_MCT
SLC32A1,InhibitoryNeuron_MCT
SLC6A1,InhibitoryNeuron_MCT
SLC8A3,InhibitoryNeuron_MCT
SOX2,InhibitoryNeuron_MCT
SOX6,InhibitoryNeuron_MCT
SP8,InhibitoryNeuron_MCT
SPRY4,InhibitoryNeuron_MCT
SST,InhibitoryNeuron_MCT
ST3GAL6,InhibitoryNeuron_MCT
ST5,InhibitoryNeuron_MCT
ST8SIA4,InhibitoryNeuron_MCT
STAC2,InhibitoryNeuron_MCT
TAC1,InhibitoryNeuron_MCT
TGFB3,InhibitoryNeuron_MCT
THSD7A,InhibitoryNeuron_MCT
TMEM132C,InhibitoryNeuron_MCT
TMEM53,InhibitoryNeuron_MCT
TOX3,InhibitoryNeuron_MCT
TRMT2B,InhibitoryNeuron_MCT
TSPAN12,InhibitoryNeuron_MCT
TUBB2B,InhibitoryNeuron_MCT
UBASH3B,InhibitoryNeuron_MCT
UGDH,InhibitoryNeuron_MCT
UST,InhibitoryNeuron_MCT
VIP,InhibitoryNeuron_MCT
VWC2,InhibitoryNeuron_MCT
WSCD1,InhibitoryNeuron_MCT
ZAK,InhibitoryNeuron_MCT
ZCCHC12,InhibitoryNeuron_MCT
ZNF385A,InhibitoryNeuron_MCT
ZNF536,InhibitoryNeuron_MCT
ZNF608,InhibitoryNeuron_MCT
ZNF804A,InhibitoryNeuron_MCT
ABCC8,ExcitatoryNeuron_MCT
ABCG2,ExcitatoryNeuron_MCT
ACAP3,ExcitatoryNeuron_MCT
ACTN4,ExcitatoryNeuron_MCT
ACVR1C,ExcitatoryNeuron_MCT
ADAM11,ExcitatoryNeuron_MCT
ADCK3,ExcitatoryNeuron_MCT
ADCY9,ExcitatoryNeuron_MCT
ADORA1,ExcitatoryNeuron_MCT
AIFM3,ExcitatoryNeuron_MCT
AK4,ExcitatoryNeuron_MCT
AK5,ExcitatoryNeuron_MCT
ANO3,ExcitatoryNeuron_MCT
ANXA11,ExcitatoryNeuron_MCT
ARHGAP20,ExcitatoryNeuron_MCT
ARHGAP25,ExcitatoryNeuron_MCT
ARHGAP32,ExcitatoryNeuron_MCT
ARHGAP33,ExcitatoryNeuron_MCT
ARNTL,ExcitatoryNeuron_MCT
ARPP21,ExcitatoryNeuron_MCT
ATP1A1,ExcitatoryNeuron_MCT
ATP2B4,ExcitatoryNeuron_MCT
BAIAP2,ExcitatoryNeuron_MCT
BCOR,ExcitatoryNeuron_MCT
BDNF,ExcitatoryNeuron_MCT
BEND5,ExcitatoryNeuron_MCT
BHLHE22,ExcitatoryNeuron_MCT
BHLHE40,ExcitatoryNeuron_MCT
BTG2,ExcitatoryNeuron_MCT
C1QL3,ExcitatoryNeuron_MCT
CA10,ExcitatoryNeuron_MCT
CACNA2D1,ExcitatoryNeuron_MCT
CADPS2,ExcitatoryNeuron_MCT
CAMKK1,ExcitatoryNeuron_MCT
CAMKK2,ExcitatoryNeuron_MCT
CBFA2T3,ExcitatoryNeuron_MCT
CBLN4,ExcitatoryNeuron_MCT
CCDC80,ExcitatoryNeuron_MCT
CDH6,ExcitatoryNeuron_MCT
CDYL2,ExcitatoryNeuron_MCT
CENPW,ExcitatoryNeuron_MCT
CEP89,ExcitatoryNeuron_MCT
CHRD,ExcitatoryNeuron_MCT
CHST1,ExcitatoryNeuron_MCT
CLCN2,ExcitatoryNeuron_MCT
CMPK2,ExcitatoryNeuron_MCT
CNKSR2,ExcitatoryNeuron_MCT
COBL,ExcitatoryNeuron_MCT
COCH,ExcitatoryNeuron_MCT
CORO2A,ExcitatoryNeuron_MCT
CPNE9,ExcitatoryNeuron_MCT
CRHR1,ExcitatoryNeuron_MCT
CRYM,ExcitatoryNeuron_MCT
CSGALNACT1,ExcitatoryNeuron_MCT
CST6,ExcitatoryNeuron_MCT
CTNND1,ExcitatoryNeuron_MCT
DAPK2,ExcitatoryNeuron_MCT
DCDC2,ExcitatoryNeuron_MCT
DDIT4L,ExcitatoryNeuron_MCT
DGKH,ExcitatoryNeuron_MCT
DIAPH2,ExcitatoryNeuron_MCT
DIRAS2,ExcitatoryNeuron_MCT
DKK3,ExcitatoryNeuron_MCT
DNAJB5,ExcitatoryNeuron_MCT
DOC2A,ExcitatoryNeuron_MCT
DPY19L1,ExcitatoryNeuron_MCT
DTL,ExcitatoryNeuron_MCT
DTX4,ExcitatoryNeuron_MCT
EGR2,ExcitatoryNeuron_MCT
EMX1,ExcitatoryNeuron_MCT
EPHA4,ExcitatoryNeuron_MCT
ERLIN1,ExcitatoryNeuron_MCT
ETS2,ExcitatoryNeuron_MCT
EXPH5,ExcitatoryNeuron_MCT
EXT1,ExcitatoryNeuron_MCT
EXTL1,ExcitatoryNeuron_MCT
FAM19A1,ExcitatoryNeuron_MCT
FAM60A,ExcitatoryNeuron_MCT
FEZF2,ExcitatoryNeuron_MCT
FHL2,ExcitatoryNeuron_MCT
FMNL1,ExcitatoryNeuron_MCT
FSTL4,ExcitatoryNeuron_MCT
GALNTL4,ExcitatoryNeuron_MCT
GATM,ExcitatoryNeuron_MCT
GLT8D2,ExcitatoryNeuron_MCT
GNG12,ExcitatoryNeuron_MCT
GRM2,ExcitatoryNeuron_MCT
GRM3,ExcitatoryNeuron_MCT
GSG1L,ExcitatoryNeuron_MCT
GSTA4,ExcitatoryNeuron_MCT
HERC6,ExcitatoryNeuron_MCT
HRH1,ExcitatoryNeuron_MCT
HS3ST2,ExcitatoryNeuron_MCT
HS3ST4,ExcitatoryNeuron_MCT
HSPB3,ExcitatoryNeuron_MCT
IGSF21,ExcitatoryNeuron_MCT
INCENP,ExcitatoryNeuron_MCT
ING2,ExcitatoryNeuron_MCT
IPCEF1,ExcitatoryNeuron_MCT
ITGAV,ExcitatoryNeuron_MCT
ITPKA,ExcitatoryNeuron_MCT
JUNB,ExcitatoryNeuron_MCT
JUP,ExcitatoryNeuron_MCT
KBTBD11,ExcitatoryNeuron_MCT
KCNB2,ExcitatoryNeuron_MCT
KCNC4,ExcitatoryNeuron_MCT
KCNH5,ExcitatoryNeuron_MCT
KCNIP3,ExcitatoryNeuron_MCT
KCNK4,ExcitatoryNeuron_MCT
KCNQ5,ExcitatoryNeuron_MCT
KCNT2,ExcitatoryNeuron_MCT
KCNV1,ExcitatoryNeuron_MCT
KCTD4,ExcitatoryNeuron_MCT
KITLG,ExcitatoryNeuron_MCT
KLF10,ExcitatoryNeuron_MCT
KLF7,ExcitatoryNeuron_MCT
KLHL2,ExcitatoryNeuron_MCT
KRT12,ExcitatoryNeuron_MCT
LAMC2,ExcitatoryNeuron_MCT
LCORL,ExcitatoryNeuron_MCT
LDB2,ExcitatoryNeuron_MCT
LHFP,ExcitatoryNeuron_MCT
LHX2,ExcitatoryNeuron_MCT
LINGO1,ExcitatoryNeuron_MCT
LMO4,ExcitatoryNeuron_MCT
LMO7,ExcitatoryNeuron_MCT
LRRC55,ExcitatoryNeuron_MCT
LRRC6,ExcitatoryNeuron_MCT
LRRC7,ExcitatoryNeuron_MCT
LXN,ExcitatoryNeuron_MCT
MAP3K5,ExcitatoryNeuron_MCT
MAPK11,ExcitatoryNeuron_MCT
MAPK4,ExcitatoryNeuron_MCT
1-Mar,ExcitatoryNeuron_MCT
MAST3,ExcitatoryNeuron_MCT
MCHR1,ExcitatoryNeuron_MCT
ME1,ExcitatoryNeuron_MCT
MEIS2,ExcitatoryNeuron_MCT
MINA,ExcitatoryNeuron_MCT
MXD1,ExcitatoryNeuron_MCT
NEFL,ExcitatoryNeuron_MCT
NEFM,ExcitatoryNeuron_MCT
NEO1,ExcitatoryNeuron_MCT
NET1,ExcitatoryNeuron_MCT
NEURL1B,ExcitatoryNeuron_MCT
NEUROD1,ExcitatoryNeuron_MCT
NEUROD2,ExcitatoryNeuron_MCT
NEUROD6,ExcitatoryNeuron_MCT
NIM1,ExcitatoryNeuron_MCT
NLGN1,ExcitatoryNeuron_MCT
NPAS2,ExcitatoryNeuron_MCT
NPTX1,ExcitatoryNeuron_MCT
NPTX2,ExcitatoryNeuron_MCT
NR4A1,ExcitatoryNeuron_MCT
NR4A2,ExcitatoryNeuron_MCT
NRG1,ExcitatoryNeuron_MCT
NRGN,ExcitatoryNeuron_MCT
NRN1,ExcitatoryNeuron_MCT
NRP1,ExcitatoryNeuron_MCT
NUAK1,ExcitatoryNeuron_MCT
NUMB,ExcitatoryNeuron_MCT
OBFC1,ExcitatoryNeuron_MCT
ODZ3,ExcitatoryNeuron_MCT
ORAI3,ExcitatoryNeuron_MCT
OTUB2,ExcitatoryNeuron_MCT
PACSIN3,ExcitatoryNeuron_MCT
PAK7,ExcitatoryNeuron_MCT
PALMD,ExcitatoryNeuron_MCT
PAMR1,ExcitatoryNeuron_MCT
PDE1A,ExcitatoryNeuron_MCT
PDE7B,ExcitatoryNeuron_MCT
PDGFB,ExcitatoryNeuron_MCT
PDLIM1,ExcitatoryNeuron_MCT
PDZD2,ExcitatoryNeuron_MCT
PDZRN3,ExcitatoryNeuron_MCT
PEX5L,ExcitatoryNeuron_MCT
PIP4K2C,ExcitatoryNeuron_MCT
PLAT,ExcitatoryNeuron_MCT
PLEKHG5,ExcitatoryNeuron_MCT
PLXDC1,ExcitatoryNeuron_MCT
POC1A,ExcitatoryNeuron_MCT
PPAPDC2,ExcitatoryNeuron_MCT
PPP1R1B,ExcitatoryNeuron_MCT
PPP2R5A,ExcitatoryNeuron_MCT
PRCP,ExcitatoryNeuron_MCT
PSRC1,ExcitatoryNeuron_MCT
PTER,ExcitatoryNeuron_MCT
PTK2,ExcitatoryNeuron_MCT
PTK2B,ExcitatoryNeuron_MCT
PTN,ExcitatoryNeuron_MCT
PTPN3,ExcitatoryNeuron_MCT
PTPRF,ExcitatoryNeuron_MCT
RASA3,ExcitatoryNeuron_MCT
RASAL1,ExcitatoryNeuron_MCT
RASGRP1,ExcitatoryNeuron_MCT
RASL11B,ExcitatoryNeuron_MCT
RGL1,ExcitatoryNeuron_MCT
RGS14,ExcitatoryNeuron_MCT
RHOU,ExcitatoryNeuron_MCT
RIN1,ExcitatoryNeuron_MCT
RNF112,ExcitatoryNeuron_MCT
RNF182,ExcitatoryNeuron_MCT
RORB,ExcitatoryNeuron_MCT
RPRM,ExcitatoryNeuron_MCT
RPRML,ExcitatoryNeuron_MCT
RTN4R,ExcitatoryNeuron_MCT
S100A10,ExcitatoryNeuron_MCT
SATB2,ExcitatoryNeuron_MCT
SEMA4A,ExcitatoryNeuron_MCT
SEMA7A,ExcitatoryNeuron_MCT
SERPINB8,ExcitatoryNeuron_MCT
SERTAD1,ExcitatoryNeuron_MCT
SLC16A2,ExcitatoryNeuron_MCT
SLC16A7,ExcitatoryNeuron_MCT
SLC17A6,ExcitatoryNeuron_MCT
SLITRK1,ExcitatoryNeuron_MCT
SMAD3,ExcitatoryNeuron_MCT
SNN,ExcitatoryNeuron_MCT
SPAG6,ExcitatoryNeuron_MCT
SPATA2L,ExcitatoryNeuron_MCT
SPEG,ExcitatoryNeuron_MCT
SPINT2,ExcitatoryNeuron_MCT
SSTR2,ExcitatoryNeuron_MCT
SV2B,ExcitatoryNeuron_MCT
SYNPO,ExcitatoryNeuron_MCT
SYT16,ExcitatoryNeuron_MCT
TBR1,ExcitatoryNeuron_MCT
TET3,ExcitatoryNeuron_MCT
TGFB1I1,ExcitatoryNeuron_MCT
TMEM132A,ExcitatoryNeuron_MCT
TMEM159,ExcitatoryNeuron_MCT
TNFRSF19,ExcitatoryNeuron_MCT
TOM1L1,ExcitatoryNeuron_MCT
TOX,ExcitatoryNeuron_MCT
TPD52L1,ExcitatoryNeuron_MCT
TRIB1,ExcitatoryNeuron_MCT
TSPAN14,ExcitatoryNeuron_MCT
TYRO3,ExcitatoryNeuron_MCT
UBTD2,ExcitatoryNeuron_MCT
UBXN11,ExcitatoryNeuron_MCT
UNC13B,ExcitatoryNeuron_MCT
ZNF238,ExcitatoryNeuron_MCT
ZNF436,ExcitatoryNeuron_MCT
ZNF703,ExcitatoryNeuron_MCT
ZNFX1,ExcitatoryNeuron_MCT
1700047M11RIK,Oligodendrocyte_definite__Cahoy2008
2810468N07RIK,Oligodendrocyte_definite__Cahoy2008
4833411O04RIK,Oligodendrocyte_definite__Cahoy2008
4930452G13RIK,Oligodendrocyte_definite__Cahoy2008
5430435G22RIK,Oligodendrocyte_definite__Cahoy2008
5730559C18RIK,Oligodendrocyte_definite__Cahoy2008
6330530A05RIK,Oligodendrocyte_definite__Cahoy2008
8430436F23RIK,Oligodendrocyte_definite__Cahoy2008
9630013A20RIK,Oligodendrocyte_definite__Cahoy2008
A230069A22RIK,Oligodendrocyte_definite__Cahoy2008
ADAMTS4,Oligodendrocyte_definite__Cahoy2008
ADSSL1,Oligodendrocyte_definite__Cahoy2008
AI314604,Oligodendrocyte_definite__Cahoy2008
ANLN,Oligodendrocyte_definite__Cahoy2008
ARPC1B,Oligodendrocyte_definite__Cahoy2008
ARSG,Oligodendrocyte_definite__Cahoy2008
ASPA,Oligodendrocyte_definite__Cahoy2008
BACE2,Oligodendrocyte_definite__Cahoy2008
BB120497,Oligodendrocyte_definite__Cahoy2008
BCAS1,Oligodendrocyte_definite__Cahoy2008
BFSP2,Oligodendrocyte_definite__Cahoy2008
BMF,Oligodendrocyte_definite__Cahoy2008
BMP4,Oligodendrocyte_definite__Cahoy2008
C030030A07RIK,Oligodendrocyte_definite__Cahoy2008
C16orf70,Oligodendrocyte_definite__Cahoy2008
CA14,Oligodendrocyte_definite__Cahoy2008
CHN2,Oligodendrocyte_definite__Cahoy2008
CLDN11,Oligodendrocyte_definite__Cahoy2008
CLDN14,Oligodendrocyte_definite__Cahoy2008
CNP,Oligodendrocyte_definite__Cahoy2008
CNTN1,Oligodendrocyte_definite__Cahoy2008
CP110,Oligodendrocyte_definite__Cahoy2008
CPM,Oligodendrocyte_definite__Cahoy2008
CPOX,Oligodendrocyte_definite__Cahoy2008
CYP27A1,Oligodendrocyte_definite__Cahoy2008
DCT,Oligodendrocyte_definite__Cahoy2008
DDC,Oligodendrocyte_definite__Cahoy2008
DOCK10,Oligodendrocyte_definite__Cahoy2008
E130308A19RIK,Oligodendrocyte_definite__Cahoy2008
E330034G19RIK,Oligodendrocyte_definite__Cahoy2008
EDG2,Oligodendrocyte_definite__Cahoy2008
EDG8,Oligodendrocyte_definite__Cahoy2008
EG626058,Oligodendrocyte_definite__Cahoy2008
ELL2,Oligodendrocyte_definite__Cahoy2008
ELOVL1,Oligodendrocyte_definite__Cahoy2008
ELOVL7,Oligodendrocyte_definite__Cahoy2008
EML1,Oligodendrocyte_definite__Cahoy2008
ENPP6,Oligodendrocyte_definite__Cahoy2008
ERBB3,Oligodendrocyte_definite__Cahoy2008
EVI2A,Oligodendrocyte_definite__Cahoy2008
FA2H,Oligodendrocyte_definite__Cahoy2008
FLJ14213,Oligodendrocyte_definite__Cahoy2008
GAL3ST1,Oligodendrocyte_definite__Cahoy2008
GALNT6,Oligodendrocyte_definite__Cahoy2008
GJA12,Oligodendrocyte_definite__Cahoy2008
GJB1,Oligodendrocyte_definite__Cahoy2008
GJE1,Oligodendrocyte_definite__Cahoy2008
GLTP,Oligodendrocyte_definite__Cahoy2008
GM98,Oligodendrocyte_definite__Cahoy2008
GPR17,Oligodendrocyte_definite__Cahoy2008
GPR37,Oligodendrocyte_definite__Cahoy2008
GPR62,Oligodendrocyte_definite__Cahoy2008
GRIK5,Oligodendrocyte_definite__Cahoy2008
GSN,Oligodendrocyte_definite__Cahoy2008
HAPLN2,Oligodendrocyte_definite__Cahoy2008
HHIP,Oligodendrocyte_definite__Cahoy2008
ICHTHYIN,Oligodendrocyte_definite__Cahoy2008
ICK,Oligodendrocyte_definite__Cahoy2008
IL1RAP,Oligodendrocyte_definite__Cahoy2008
IL23A,Oligodendrocyte_definite__Cahoy2008
ILF2,Oligodendrocyte_definite__Cahoy2008
JOSD2,Oligodendrocyte_definite__Cahoy2008
KCNA1,Oligodendrocyte_definite__Cahoy2008
KIAA0256,Oligodendrocyte_definite__Cahoy2008
KIAA1026,Oligodendrocyte_definite__Cahoy2008
KIAA1189,Oligodendrocyte_definite__Cahoy2008
KNDC1,Oligodendrocyte_definite__Cahoy2008
LGI3,Oligodendrocyte_definite__Cahoy2008
LIMS2,Oligodendrocyte_definite__Cahoy2008
LOC113230,Oligodendrocyte_definite__Cahoy2008
LOC544710,Oligodendrocyte_definite__Cahoy2008
MAG,Oligodendrocyte_definite__Cahoy2008
MAL,Oligodendrocyte_definite__Cahoy2008
MAP6D1,Oligodendrocyte_definite__Cahoy2008
MATN1,Oligodendrocyte_definite__Cahoy2008
MBP,Oligodendrocyte_definite__Cahoy2008
MOBP,Oligodendrocyte_definite__Cahoy2008
MOG,Oligodendrocyte_definite__Cahoy2008
MYO1D,Oligodendrocyte_definite__Cahoy2008
NFASC,Oligodendrocyte_definite__Cahoy2008
NKX6-2,Oligodendrocyte_definite__Cahoy2008
OTUD7B,Oligodendrocyte_definite__Cahoy2008
PCTK3,Oligodendrocyte_definite__Cahoy2008
PDLIM2,Oligodendrocyte_definite__Cahoy2008
PHLDB1,Oligodendrocyte_definite__Cahoy2008
PLA2G4A,Oligodendrocyte_definite__Cahoy2008
PLEKHH1,Oligodendrocyte_definite__Cahoy2008
PLLP,Oligodendrocyte_definite__Cahoy2008
PLP1,Oligodendrocyte_definite__Cahoy2008
PLXNB3,Oligodendrocyte_definite__Cahoy2008
PPAP2C,Oligodendrocyte_definite__Cahoy2008
PPP1R14A,Oligodendrocyte_definite__Cahoy2008
PPP1R16B,Oligodendrocyte_definite__Cahoy2008
PRKCQ,Oligodendrocyte_definite__Cahoy2008
RAP1A,Oligodendrocyte_definite__Cahoy2008
RFFL,Oligodendrocyte_definite__Cahoy2008
RHOG,Oligodendrocyte_definite__Cahoy2008
RNF122,Oligodendrocyte_definite__Cahoy2008
SEMA3D,Oligodendrocyte_definite__Cahoy2008
SFT2D1,Oligodendrocyte_definite__Cahoy2008
SGK2,Oligodendrocyte_definite__Cahoy2008
SLC12A2,Oligodendrocyte_definite__Cahoy2008
SLC44A1,Oligodendrocyte_definite__Cahoy2008
SLC45A3,Oligodendrocyte_definite__Cahoy2008
SOX10,Oligodendrocyte_definite__Cahoy2008
SRPK3,Oligodendrocyte_definite__Cahoy2008
ST18,Oligodendrocyte_definite__Cahoy2008
TF,Oligodendrocyte_definite__Cahoy2008
TMEFF2,Oligodendrocyte_definite__Cahoy2008
TMEM10,Oligodendrocyte_definite__Cahoy2008
TMEM141,Oligodendrocyte_definite__Cahoy2008
TMEM163,Oligodendrocyte_definite__Cahoy2008
TMEM182,Oligodendrocyte_definite__Cahoy2008
TMEM2,Oligodendrocyte_definite__Cahoy2008
TMEM63A,Oligodendrocyte_definite__Cahoy2008
TNNI1,Oligodendrocyte_definite__Cahoy2008
TRIM59,Oligodendrocyte_definite__Cahoy2008
TSPAN2,Oligodendrocyte_definite__Cahoy2008
UGT8,Oligodendrocyte_definite__Cahoy2008
UNC5B,Oligodendrocyte_definite__Cahoy2008
